id,name,bodyPart,target,muscle_group,equipment,instructions,tutorial_url,icon,description,difficulty level,difficulty reason
748,smith bench press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the height of the smith machine bar to chest level.
Lie flat on the bench with your feet firmly planted on the ground.
Grip the bar with an overhand grip slightly wider than shoulder-width apart.
Unrack the bar and lower it towards your chest, keeping your elbows tucked in.
Pause for a moment when the bar touches your chest.
Push the bar back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/jglEdO1U62mBxn,None,"The Smith bench press primarily targets the pectoral muscles while also engaging the triceps and anterior deltoids. It builds upper‑body strength, improves muscular endurance, and helps develop a stable chest and shoulder foundation for other pressing movements.",Intermediate,It uses a basic piece of equipment and involves a compound movement that requires moderate coordination and strength.
749,smith bent knee good morning,upper legs,glutes,"hamstrings, lower back",smith machine,"Start by standing with your feet shoulder-width apart, toes pointing forward.
Place the barbell across your upper back, resting it on your traps.
Bend your knees slightly and hinge forward at the hips, keeping your back straight.
Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings.
Engage your glutes and hamstrings to raise your torso back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/V07q6Y8AiQvvEY,None,"The smith bent‑knee good morning targets the glutes while also engaging the hamstrings and lower back, improving posterior chain strength and stability. By hinging at the hips with a controlled stretch, it enhances hip extension and helps develop power for athletic movements. The exercise also promotes core activation and improves posture.",Intermediate,It uses a smith machine for safety while requiring hip hinge coordination typical of intermediate compound movements.
1359,smith bent over row,back,upper back,"biceps, forearms",smith machine,"Set up the smith machine with the bar at hip height.
Stand facing the bar with your feet shoulder-width apart.
Bend your knees slightly and hinge forward at the hips, keeping your back straight.
Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.
Pull the bar towards your lower chest, squeezing your shoulder blades together.
Pause for a moment at the top, then slowly lower the bar back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/UreKeMmZvUrlXi,None,"The Smith bent‑over row targets the upper back muscles such as the rhomboids, middle trapezius, and latissimus dorsi while also engaging the biceps and forearms as secondary movers. This exercise improves posture, strengthens the posterior chain, and enhances pulling power for functional movements and athletic performance.",Intermediate,It uses a Smith machine for stability but still requires coordination and engages multiple muscle groups in a compound movement.
750,smith chair squat,upper legs,quads,"glutes, hamstrings, calves",smith machine,"Adjust the height of the smith machine bar to a comfortable position.
Stand with your feet shoulder-width apart, toes slightly turned out.
Place the barbell across your upper back, resting it on your traps.
Engage your core and keep your chest up as you slowly lower your body by bending your knees and hips.
Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go.
Pause for a moment, then push through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dcsXeyv8gvmtX3,None,"The Smith Chair Squat primarily works the quads while also engaging the glutes, hamstrings, and calves for a balanced lower‑body workout. This exercise improves leg strength, hip stability, and core activation, supporting functional movements and athletic performance.",Intermediate,"It uses a smith machine for a compound squat motion, requiring coordination and moderate resistance, fitting the intermediate level."
751,smith close-grip bench press,upper arms,triceps,"chest, shoulders",smith machine,"Adjust the seat height and position yourself on the bench with your feet flat on the ground.
Grasp the barbell with a close grip, slightly narrower than shoulder-width apart.
Lower the barbell towards your chest, keeping your elbows close to your body.
Pause for a moment at the bottom, then push the barbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/0za1txERsGhJW0,None,"The Smith close‑grip bench press targets the triceps while also engaging the chest and anterior deltoids. By narrowing the grip, the exercise places greater emphasis on the triceps, helping to build arm strength and improve pushing power. It also stabilizes the shoulders and improves overall upper‑body coordination.",Intermediate,It uses a Smith machine for a compound movement that requires moderate coordination and equipment.
752,smith deadlift,upper legs,glutes,"hamstrings, quadriceps, lower back",smith machine,"Set up the smith machine with the bar at hip height.
Stand with your feet shoulder-width apart, toes pointing slightly outward.
Bend at the hips and knees, keeping your back straight and chest up, and grip the bar with an overhand grip slightly wider than shoulder-width apart.
Engage your core and lift the bar by extending your hips and knees, keeping the bar close to your body.
Stand up straight, fully extending your hips and knees.
Lower the bar back down by bending at the hips and knees, maintaining control and keeping your back straight.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/LvQ1HV7zsqiXfH,None,"The smith deadlift targets the glutes, hamstrings, quadriceps, and lower back, building posterior chain strength and improving hip extension. It also enhances core stability and posture, making it an effective exercise for overall lower‑body power.",Intermediate,It uses a basic piece of equipment (smith machine) and involves a compound movement suitable for intermediate lifters.
753,smith decline bench press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the decline bench to the desired angle.
Lie down on the bench with your feet secured under the foot pads.
Grasp the barbell with an overhand grip slightly wider than shoulder-width apart.
Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.
Pause for a moment at the bottom, then push the barbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/S83rYIqulIuRow,None,"The smith decline bench press targets the lower pectoral fibers while also engaging the triceps and anterior deltoids. It improves chest strength, helps develop a fuller chest aesthetic, and promotes balanced upper body development. The controlled movement on the smith machine reduces joint strain compared to free weights.",Intermediate,It uses a smith machine and a compound movement that requires coordination and moderate load management.
754,smith decline reverse-grip press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the smith machine to a decline position.
Lie down on the bench with your feet secured under the foot pads.
Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart.
Unrack the barbell and lower it towards your chest, keeping your elbows tucked in.
Pause for a moment at the bottom, then push the barbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/wYd3hWecIMdjw4,None,"The Smith‑machine decline reverse‑grip press targets the lower pectorals while also engaging the triceps and anterior deltoids. By lowering the bar with a reverse grip, it places a unique load on the chest, promoting balanced hypertrophy and improved pressing stability. This variation can increase overall upper‑body strength and enhance muscular endurance.",Advanced,"It uses specialized equipment and a reverse grip, adding complexity to the compound press."
1433,smith front squat (clean grip),upper legs,glutes,"quadriceps, hamstrings, calves, core",smith machine,"Set up the smith machine with the barbell at shoulder height.
Stand facing the barbell with your feet shoulder-width apart.
Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.
Step back and position the barbell on your front shoulders, resting it on your collarbone and deltoids.
Keep your chest up, back straight, and core engaged.
Lower your body by bending at the knees and hips, as if sitting back into a chair.
Continue lowering until your thighs are parallel to the ground or slightly below.
Pause for a moment, then push through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/cfmv75QENr2I5I,None,"The smith front squat primarily targets the glutes, quadriceps, and hamstrings, while also engaging the calves and core for stability. It builds lower‑body strength, improves hip extension, and enhances core stability and posture. This exercise helps increase power and muscular endurance in the lower body.",Intermediate,"It is a compound movement performed on a smith machine, requiring coordination but not extreme skill."
3281,smith full squat,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Set up the smith machine with the barbell at shoulder height.
Stand with your feet shoulder-width apart, toes slightly turned out.
Step under the bar and position it across your upper back, resting on your traps.
Grip the bar with your hands slightly wider than shoulder-width apart.
Unrack the bar and take a step back, maintaining a stable stance.
Keeping your chest up and core engaged, initiate the squat by pushing your hips back and bending your knees.
Lower your body until your thighs are parallel to the ground, or as low as your flexibility allows.
Pause for a moment at the bottom, then drive through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/VB0-PDHTe8xzWt,None,"The smith full squat targets the glutes, quadriceps, hamstrings, and calves, helping to build lower-body strength and power. It also improves core stability and hip mobility. Consistent practice can enhance athletic performance and daily functional movement.",Intermediate,"The exercise uses a smith machine for stability, making it a compound movement that is well-suited for intermediate lifters."
755,smith hack squat,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Adjust the barbell on the smith machine to an appropriate height for your body.
Stand with your feet shoulder-width apart, toes slightly pointed outwards.
Position yourself under the barbell, resting it on your upper traps and shoulders.
Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.
Engage your core and keep your chest up as you unrack the barbell.
Take a step back and position your feet slightly wider than shoulder-width apart.
Bend your knees and lower your body down, keeping your chest up and back straight.
Continue descending until your thighs are parallel to the ground or slightly below.
Pause for a moment at the bottom, then push through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/W4VrKrvdUxcwbB,None,"The smith hack squat primarily targets the glutes, while also engaging the quadriceps, hamstrings, and calves. It builds lower‑body strength, improves hip extension power, and enhances muscular endurance. The controlled bar path reduces joint stress and allows heavier loads.",Advanced,It uses a specialized Smith machine and requires coordination to maintain proper form under heavy loads.
756,smith hip raise,waist,abs,"glutes, hamstrings",smith machine,"Position yourself on the smith machine with your back against the pad and your feet shoulder-width apart.
Place your hands on the barbell, slightly wider than shoulder-width apart.
Engage your core and glutes, then push through your heels to raise your hips off the ground.
Continue lifting until your body forms a straight line from your knees to your shoulders.
Hold for a moment at the top, then slowly lower your hips back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/CPvQ2nwCVXe3Rx,None,"The Smith hip raise primarily targets the glutes and hamstrings while engaging the core for stability. This exercise strengthens the posterior chain, improves hip extension power, and helps stabilize the lumbar spine during daily activities.",Intermediate,It is classified as intermediate because it uses a basic piece of equipment and involves a compound movement that requires moderate coordination.
757,smith incline bench press,chest,pectorals,"shoulders, triceps",smith machine,"Adjust the bench to a 30-45 degree incline.
Sit on the bench with your back flat against the pad and feet firmly on the ground.
Grasp the barbell with an overhand grip slightly wider than shoulder-width apart.
Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in.
Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/DfGepp3UcRKJdK,None,"The Smith incline bench press targets the upper pectorals while also engaging the anterior deltoids and triceps. It improves upper chest strength and helps develop a fuller, more defined chest, while also promoting shoulder stability.",Intermediate,"It uses a Smith machine and involves a compound pressing motion, fitting the intermediate category."
758,smith incline reverse-grip press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the seat of the smith machine to a comfortable incline angle.
Sit on the machine with your back against the pad and your feet flat on the ground.
Grasp the bar with an overhand grip that is slightly wider than shoulder-width apart.
Unrack the bar and lower it slowly towards your chest, keeping your elbows tucked in.
Pause for a moment when the bar is just above your chest.
Push the bar back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/3pj34AFeqdxrgb,None,"The smith incline reverse‑grip press targets the upper pectorals while also engaging the triceps and anterior deltoids. The reverse grip places greater emphasis on the lower chest and reduces shoulder strain, making it a useful variation for balanced chest development. The incline angle increases chest activation and helps improve overall upper body strength.",Advanced,"It requires a smith machine and reverse‑grip technique, adding complexity beyond standard presses."
759,smith incline shoulder raises,chest,serratus anterior,"deltoids, trapezius",smith machine,"Adjust the smith machine to an incline position.
Stand facing the machine with your feet shoulder-width apart.
Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.
Keep your back straight and core engaged.
Raise the barbell up towards the ceiling, leading with your elbows.
Pause for a moment at the top, then slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gwfttGxaDNVKOa,None,"This exercise targets the serratus anterior, deltoids, and trapezius, helping to strengthen the upper chest and improve shoulder stability. It also engages the core to maintain posture, providing functional strength for daily activities.",Intermediate,"It requires a smith machine and moderate coordination, but does not involve advanced techniques."
760,smith leg press,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Adjust the seat and footplate of the smith machine to a comfortable position.
Sit on the machine with your back against the backrest and your feet shoulder-width apart on the footplate.
Grasp the handles or sides of the machine for stability.
Push the footplate away from you by extending your legs, keeping your back against the backrest.
Pause for a moment at the fully extended position.
Slowly bend your knees and lower the footplate back towards you, returning to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/PK-rXACVMM0wGb,None,"The Smith leg press primarily targets the glutes, quadriceps, hamstrings, and calves, providing a powerful lower‑body workout. It helps build strength, improve hip stability, and develop muscular endurance while allowing for controlled, guided movement.",Intermediate,"It requires a Smith machine and involves compound leg movements, fitting the intermediate difficulty category."
1434,smith low bar squat,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Set up the smith machine with the barbell at a height that allows you to comfortably rest it on your upper back.
Stand with your feet shoulder-width apart, toes slightly turned outwards.
Step under the bar and position it across your upper back, resting it on your traps.
Grip the bar with your hands slightly wider than shoulder-width apart.
Unrack the bar by straightening your legs and stepping back from the rack.
Take a deep breath and brace your core.
Initiate the squat by pushing your hips back and bending your knees.
Lower your body until your thighs are parallel to the ground or slightly below.
Keep your chest up and your back straight throughout the movement.
Drive through your heels to stand back up, extending your hips and knees.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/pvzm6rY-ltXHX6,None,"The Smith low bar squat targets the glutes, quadriceps, hamstrings, and calves, helping to build lower body strength, improve hip extension, and enhance overall athletic performance. It also promotes core stability and posture by requiring a controlled descent and ascent while keeping the chest up and back straight.",Intermediate,It uses a basic piece of equipment (Smith machine) and a compound movement that requires moderate coordination and strength.
1683,smith machine bicep curl,upper arms,biceps,forearms,smith machine,"Adjust the height of the smith machine bar to be at waist level.
Stand facing the smith machine with your feet shoulder-width apart.
Grasp the bar with an underhand grip, hands slightly wider than shoulder-width apart.
Keep your elbows close to your sides and your upper arms stationary.
Exhale and curl the bar up towards your shoulders, contracting your biceps.
Pause for a moment at the top of the movement, squeezing your biceps.
Inhale and slowly lower the bar back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/goxSS3GdJZSdgm,None,"The smith machine bicep curl isolates the biceps and secondary forearm muscles, improving arm strength and muscle definition. By keeping the bar stable, you can focus on controlled contraction and reduce injury risk.",Intermediate,It uses a smith machine for stability while performing a compound arm exercise.
1625,smith machine decline close grip bench press,upper arms,triceps,"chest, shoulders",smith machine,"Adjust the bench on the smith machine to a decline position.
Lie down on the bench with your feet firmly planted on the ground.
Grasp the barbell with a close grip, slightly narrower than shoulder-width apart.
Unrack the barbell and lower it slowly towards your chest, keeping your elbows close to your body.
Pause for a moment when the barbell is just above your chest.
Push the barbell back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/5KKKdtbGF6LD4N,None,"The smith machine decline close‑grip bench press focuses on the triceps while also engaging the chest and anterior shoulders. By narrowing the grip and angling the bench downward, the exercise places greater emphasis on the inner chest and the back portion of the triceps, promoting balanced upper‑body strength and improved pushing power.",Intermediate,"It requires a smith machine and a decline bench, combining a compound movement with moderate coordination and load handling."
1752,smith machine incline tricep extension,upper arms,triceps,shoulders,smith machine,"Adjust the seat of the smith machine so that the bar is at shoulder height.
Sit on the bench with your back against the pad and your feet flat on the ground.
Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.
Extend your arms fully, lifting the bar off the rack and holding it directly above your chest.
Lower the bar slowly towards your forehead, keeping your elbows close to your head.
Pause for a moment at the bottom, then push the bar back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Idn9qKTCZrK8rW,None,"The Smith machine incline tricep extension targets the long head of the triceps, helping to build strength and definition in the upper arms while also engaging the anterior deltoids for stability. By extending the arms overhead, it improves elbow extension and supports overhead pressing movements. Regular practice can enhance arm aesthetics and functional power for daily tasks.",Intermediate,"It requires a Smith machine and bench, involves controlled overhead motion, and uses a slightly wider grip—characteristics of an intermediate exercise."
1626,smith machine reverse decline close grip bench press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the smith machine to a decline position.
Lie down on the bench with your feet secured under the foot pads.
Grasp the barbell with a close grip, slightly narrower than shoulder-width apart.
Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.
Pause for a moment at the bottom, then push the barbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/BjWaQf6PhAd5bB,None,"This exercise targets the lower pectorals, triceps, and anterior deltoids, helping to build upper body strength and improve chest definition.",Intermediate,"It uses a smith machine and decline bench, requiring coordination and moderate resistance."
761,smith narrow row,back,upper back,"biceps, rear deltoids",smith machine,"Adjust the seat height and position yourself on the machine with your feet flat on the floor.
Grasp the handles with an overhand grip, slightly narrower than shoulder-width apart.
Keep your back straight and your chest up as you pull the handles towards your body, squeezing your shoulder blades together.
Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/GzWnXBwAMqbUIt,None,"The narrow grip smith row targets the upper back, biceps, and rear deltoids, helping to build a strong, rounded back and improve posture. It also enhances scapular retraction and shoulder stability while providing a controlled resistance environment.",Intermediate,"It uses a basic machine for a compound rowing movement, requiring coordination but not max resistance or elite skill."
1360,smith one arm row,back,upper back,"biceps, forearms",smith machine,"Adjust the height of the smith machine bar to waist level.
Stand facing the smith machine with your feet shoulder-width apart.
Bend your knees slightly and hinge forward at the hips, keeping your back straight.
Grasp the bar with one hand using an overhand grip, with your palm facing down.
Keep your elbow close to your body and pull the bar towards your waist, squeezing your shoulder blades together.
Pause for a moment at the top of the movement, then slowly lower the bar back to the starting position.
Repeat for the desired number of repetitions, then switch to the other arm.",https://v2.exercisedb.io/image/XGXPcWLGshZEgM,None,"The Smith One-Arm Row targets the upper back, engaging the latissimus dorsi, rhomboids, and rear deltoids while also working the biceps and forearms. It improves posture, strengthens the pulling muscles, and promotes balanced development by isolating each side of the back.",Intermediate,It uses a Smith machine for stability but still requires coordination and compound pulling mechanics.
1393,smith one leg floor calf raise,lower legs,calves,"hamstrings, glutes",smith machine,"Position yourself on the floor under the smith machine bar, facing away from the machine.
Place the balls of your feet on a raised surface, such as a weight plate or block.
Position the smith machine bar across your lower legs, just above your ankles.
Hold onto the bar with your hands for stability.
Raise your heels off the ground by extending your ankles, lifting your body up.
Pause at the top of the movement, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/bDw8r4ii7fyBRV,None,"The smith one‑leg floor calf raise primarily targets the gastrocnemius and soleus muscles of the calves, while also engaging the hamstrings and glutes for stability. By lifting the heel off the ground on a raised surface, it increases calf strength, improves ankle stability, and enhances lower‑leg endurance for athletic performance.",Intermediate,"It requires the smith machine and single‑leg balance, making it a moderate‑difficulty exercise that builds calf strength while challenging coordination."
762,smith rear delt row,shoulders,delts,"trapezius, rhomboids, biceps",smith machine,"Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the ground.
Grasp the handles with an overhand grip, slightly wider than shoulder-width apart.
Keep your back straight and your core engaged as you pull the handles towards your chest, squeezing your shoulder blades together.
Pause for a moment at the top of the movement, then slowly release the handles back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dSURLnRgaVKCea,None,"This exercise targets the rear deltoids, trapezius, and rhomboids, helping to improve shoulder stability, posture, and upper back strength. It also engages the biceps as secondary movers, providing a balanced upper‑body workout.",Intermediate,It requires a Smith machine and coordination to perform a compound row that targets multiple upper‑back and shoulder muscles.
763,smith reverse calf raises,lower legs,calves,hamstrings,smith machine,"Adjust the smith machine bar to a height just below your shoulders.
Stand facing the bar with your feet hip-width apart and toes pointing forward.
Place the balls of your feet on the edge of a step or platform, with your heels hanging off.
Hold onto the bar for support, keeping your back straight and core engaged.
Raise your heels as high as possible, lifting your body weight onto the balls of your feet.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dfqrU2baZlHCLt,None,"The smith reverse calf raise targets the calf muscles (gastrocnemius and soleus) while engaging the hamstrings for stabilization. This exercise improves ankle strength, enhances calf muscle endurance, and supports lower leg power for activities such as running and jumping.",Intermediate,"It requires the use of a smith machine and coordination to maintain balance while performing the calf raise, making it more advanced than bodyweight exercises but not as complex as multi-joint lifts."
1394,smith reverse calf raises,lower legs,calves,hamstrings,smith machine,"Adjust the smith machine bar to a height just below your shoulders.
Stand facing the bar with your feet hip-width apart and toes pointing forward.
Place the balls of your feet on the edge of a step or platform, with your heels hanging off.
Hold onto the bar for support.
Raise your heels as high as possible, lifting your body up onto your toes.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/10chyl68rito5a,None,"Smith reverse calf raises target the calf muscles, especially the gastrocnemius and soleus, while also engaging the hamstrings as stabilizers. This exercise improves ankle strength, enhances lower‑leg stability, and helps develop a fuller calf appearance.",Intermediate,"It requires a smith machine and moderate coordination, fitting an intermediate level."
1361,smith reverse grip bent over row,back,upper back,"biceps, forearms",smith machine,"Set up the smith machine with the bar at hip height.
Stand facing the bar with your feet shoulder-width apart.
Bend your knees slightly and hinge forward at the hips, keeping your back straight.
Grasp the bar with an underhand grip, hands shoulder-width apart.
Pull the bar towards your lower chest, squeezing your shoulder blades together.
Pause for a moment at the top, then slowly lower the bar back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/AJXkWHVg5FJPMJ,None,"The Smith Reverse Grip Bent Over Row targets the upper back, engaging the lats, rhomboids, and middle trapezius while also working the biceps and forearms. This exercise improves posture, enhances pulling strength, and promotes balanced development of the posterior chain. It also helps to increase grip endurance and stabilizer muscle activation for better overall upper body performance.",Intermediate,It uses a basic piece of equipment (Smith machine) and performs a compound pulling movement that requires moderate coordination and strength.
764,smith reverse-grip press,chest,pectorals,"triceps, shoulders",smith machine,"Adjust the height of the smith machine bar to chest level.
Stand facing the bar with your feet shoulder-width apart.
Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.
Step back and position yourself with a slight bend in your knees.
Keep your chest up and core engaged throughout the exercise.
Lower the bar towards your chest, keeping your elbows tucked in.
Pause for a moment at the bottom, then push the bar back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/2yDf4eePPvnE8V,None,"The smith reverse‑grip press targets the pectorals while also engaging the triceps and shoulders, helping to build upper‑body pressing strength and improve muscle balance. By using a reverse grip, it places a greater emphasis on the chest and reduces shoulder strain compared to a traditional press. Consistent practice can enhance overall upper‑body power and stability.",Intermediate,"It involves a compound movement on the smith machine with a reverse grip, requiring moderate coordination and equipment use."
1395,smith seated one leg calf raise,lower legs,calves,hamstrings,smith machine,"Sit on the machine with your back against the pad and your feet on the footrest.
Place one leg on the footrest and keep the other leg off the footrest.
Using your calf muscles, raise your heel as high as possible.
Pause for a moment at the top, then slowly lower your heel back down to the starting position.
Repeat for the desired number of repetitions, then switch legs and repeat.",https://v2.exercisedb.io/image/a-1LsXFgiJWx6V,None,"The smith seated one‑leg calf raise isolates the calf muscles, improving ankle stability and ankle dorsiflexion strength. It also enhances balance and single‑leg power, making it useful for athletes and rehab protocols alike.",Intermediate,"It requires a smith machine and single‑leg focus but remains a straightforward, single‑joint movement."
765,smith seated shoulder press,shoulders,delts,"triceps, upper back",smith machine,"Adjust the seat height so that the handles are at shoulder level.
Sit on the machine with your back against the pad and your feet flat on the floor.
Grasp the handles with an overhand grip and lift them off the supports, extending your arms fully.
Lower the handles down to shoulder level, keeping your elbows slightly bent.
Press the handles up overhead until your arms are fully extended.
Pause for a moment at the top, then slowly lower the handles back down to shoulder level.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/mqncBv5Plv3tz6,None,"The Smith seated shoulder press targets the deltoid muscles, while also engaging the triceps and upper back for a balanced overhead push. It improves shoulder stability, increases upper‑body strength, and enhances muscular endurance and posture. Regularly performing this exercise can lead to stronger, more defined shoulders and better functional performance in daily activities.",Intermediate,"It uses a Smith machine for guided movement, requiring moderate coordination and compound muscle activation typical of intermediate workouts."
1426,smith seated wrist curl,lower arms,forearms,"biceps, brachialis",smith machine,"Sit on a bench in front of a Smith machine with your feet flat on the ground.
Grasp the barbell with an underhand grip, hands shoulder-width apart.
Rest your forearms on your thighs, allowing your wrists to hang off.
Slowly curl your wrists upward, bringing the barbell towards your forearms.
Pause for a moment at the top, then slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/-B3E2qNAoeHJnH,None,"The Smith seated wrist curl targets the forearm muscles, particularly the flexor groups, helping to strengthen wrist flexion and improve grip endurance. This isolation movement enhances wrist stability and can aid in overall upper‑body strength and functional tasks.",Beginner,"It is a simple, low‑coordination exercise performed with a Smith machine, making it suitable for beginners."
766,smith shoulder press,shoulders,delts,"triceps, upper back",smith machine,"Adjust the seat height and position yourself on the smith machine with your feet shoulder-width apart.
Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.
Lift the bar off the rack and position it at shoulder level, with your elbows bent and palms facing forward.
Press the bar upward until your arms are fully extended overhead.
Pause for a moment at the top, then slowly lower the bar back down to shoulder level.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/y7180o00zumyQI,None,"The Smith shoulder press targets the anterior and medial deltoid heads while engaging the triceps and upper back for stabilization. It improves shoulder strength, stability, and overhead pressing power, making it ideal for building a balanced, functional upper body.
",Intermediate,It uses a Smith machine for a basic compound movement that requires coordination and moderate equipment.
767,smith shrug,back,traps,shoulders,smith machine,"Stand with your feet shoulder-width apart and your knees slightly bent.
Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.
Keep your arms straight and your shoulders relaxed.
Lift your shoulders up towards your ears, squeezing your traps at the top.
Hold for a moment, then slowly lower your shoulders back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/JboRCXSk-ClqhU,None,"The Smith Shrug targets the upper trapezius muscles, helping to build strength and size in the upper back while improving posture and shoulder stability. It is a focused, yet compound movement that works the traps through a controlled lift.",Intermediate,"It uses a basic piece of equipment (Smith machine) and is a compound movement that requires coordination, fitting the intermediate category."
768,smith single leg split squat,upper legs,quads,"glutes, hamstrings",smith machine,"Stand in front of the smith machine with your feet shoulder-width apart.
Place one foot behind you on a bench or step, with your toes pointing forward.
Hold onto the smith machine bar for stability.
Bend your front knee and lower your body down into a lunge position, keeping your back straight.
Pause for a moment at the bottom, then push through your front heel to return to the starting position.
Repeat for the desired number of repetitions, then switch legs.",https://v2.exercisedb.io/image/tnHxl0pqLgnQKX,None,"The smith single leg split squat targets the quads while also engaging the glutes and hamstrings for a balanced lower‑body workout. It improves unilateral strength, stability, and balance, and can help correct muscle imbalances between legs. By using the smith machine for support, you can focus on form and load progression.",Intermediate,"The exercise uses a smith machine for stability but still requires coordination and unilateral leg strength, fitting the intermediate category."
769,smith sprint lunge,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Set up the smith machine with the barbell at hip height.
Stand facing away from the machine with your feet shoulder-width apart.
Step back with your right foot and place it on the barbell, resting the top of your foot on the bar.
Bend your left knee and lower your body into a lunge position, keeping your back straight.
Push through your left heel to return to the starting position.
Repeat on the other side, stepping back with your left foot.
Continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/C0vz80Yo57KivK,None,"The Smith Sprint Lunge targets the glutes, quadriceps, hamstrings, and calves, helping to build lower‑body strength and improve hip stability. It also enhances balance and core engagement due to the unilateral nature of the movement, and the Smith machine provides a safe, controlled range of motion.",Intermediate,"It uses a Smith machine and a compound lunge movement, fitting the intermediate level."
